Site,Date,Analyte,Result
TUM441,2019-12-17,Dissolved Oxygen,10.25
TUM441,2019-12-17,Dissolved Oxygen Saturation,114.5
TUM441,2019-12-17,pH,7.86
TUM441,2019-12-17,Specific Conductance,376.5
TUM441,2019-12-17,"Temperature, Water",20.7
TUM441,2019-12-17,Turbidity,0.5
TUM441,2020-01-10,Dissolved Oxygen,12.96
TUM441,2020-01-10,Dissolved Oxygen Saturation,141.2
TUM441,2020-01-10,pH,8.23
TUM441,2020-01-10,Specific Conductance,384.7
TUM441,2020-01-10,"Temperature, Water",19.5
TUM441,2020-01-10,Turbidity,0.52
TUM441,2020-02-12,Dissolved Oxygen,11.3
TUM441,2020-02-12,Dissolved Oxygen Saturation,130
TUM441,2020-02-12,pH,8.61
TUM441,2020-02-12,Specific Conductance,306.6
TUM441,2020-02-12,"Temperature, Water",22.1
TUM441,2020-02-12,Turbidity,0.23
TUM441,2020-02-28,Dissolved Oxygen,11.5
TUM441,2020-02-28,Dissolved Oxygen Saturation,118.2
TUM441,2020-02-28,pH,8.21
TUM441,2020-02-28,Specific Conductance,332.8
TUM441,2020-02-28,"Temperature, Water",16.6
TUM441,2020-02-28,Turbidity,1.11
TUM441,2020-03-12,Dissolved Oxygen,13.61
TUM441,2020-03-12,Dissolved Oxygen Saturation,158.7
TUM441,2020-03-12,pH,8.95
TUM441,2020-03-12,Specific Conductance,382.6
TUM441,2020-03-12,"Temperature, Water",23
TUM441,2020-03-12,Turbidity,0.43
TUM441,2020-05-12,Dissolved Oxygen,10.79
TUM441,2020-05-12,Dissolved Oxygen Saturation,127.3
TUM441,2020-05-12,pH,8.5
TUM441,2020-05-12,Specific Conductance,360
TUM441,2020-05-12,"Temperature, Water",23.7
TUM441,2020-05-12,Turbidity,0.89
TUM441,2020-06-26,Dissolved Oxygen,13.91
TUM441,2020-06-26,Dissolved Oxygen Saturation,179.8
TUM441,2020-06-26,pH,8.89
TUM441,2020-06-26,Specific Conductance,370.8
TUM441,2020-06-26,"Temperature, Water",28.6
TUM441,2020-06-26,Turbidity,
TUM441,2020-07-16,Dissolved Oxygen,8.12
TUM441,2020-07-16,Dissolved Oxygen Saturation,98.9
TUM441,2020-07-16,pH,7.92
TUM441,2020-07-16,Specific Conductance,223.7
TUM441,2020-07-16,"Temperature, Water",25.3
TUM441,2020-07-16,Turbidity,7.78
TUM441,2020-07-28,Dissolved Oxygen,7.72
TUM441,2020-07-28,Dissolved Oxygen Saturation,93.8
TUM441,2020-07-28,pH,7.82
TUM441,2020-07-28,Specific Conductance,247.9
TUM441,2020-07-28,"Temperature, Water",25.4
TUM441,2020-07-28,Turbidity,1.62
TUM441,2020-08-14,Dissolved Oxygen,7.8
TUM441,2020-08-14,Dissolved Oxygen Saturation,93
TUM441,2020-08-14,pH,7.91
TUM441,2020-08-14,Specific Conductance,372.6
TUM441,2020-08-14,"Temperature, Water",24.2
TUM441,2020-08-14,Turbidity,3.67
TUM441,2020-08-24,Dissolved Oxygen,10.17
TUM441,2020-08-24,Dissolved Oxygen Saturation,123.9
TUM441,2020-08-24,pH,8.42
TUM441,2020-08-24,Specific Conductance,267.8
TUM441,2020-08-24,"Temperature, Water",25.4
TUM441,2020-08-24,Turbidity,1.43
TUM441,2020-09-10,Dissolved Oxygen,8.29
TUM441,2020-09-10,Dissolved Oxygen Saturation,92.6
TUM441,2020-09-10,pH,7.7
TUM441,2020-09-10,Specific Conductance,239
TUM441,2020-09-10,"Temperature, Water",22.7
TUM441,2020-09-10,Turbidity,1.52
TUM441,2020-09-24,Dissolved Oxygen,8.1
TUM441,2020-09-24,Dissolved Oxygen Saturation,87.66
TUM441,2020-09-24,pH,7.76
TUM441,2020-09-24,Specific Conductance,392.6
TUM441,2020-09-24,"Temperature, Water",19
TUM441,2020-09-24,Turbidity,1.01
TUM441,2020-10-08,Dissolved Oxygen,7.82
TUM441,2020-10-08,Dissolved Oxygen Saturation,85.2
TUM441,2020-10-08,pH,7.86
TUM441,2020-10-08,Specific Conductance,367.1
TUM441,2020-10-08,"Temperature, Water",19.4
TUM441,2020-10-08,Turbidity,0.96
TUM441,2020-10-22,Dissolved Oxygen,7.52
TUM441,2020-10-22,Dissolved Oxygen Saturation,78.9
TUM441,2020-10-22,pH,7.62
TUM441,2020-10-22,Specific Conductance,192.5
TUM441,2020-10-22,"Temperature, Water",17.7
TUM441,2020-10-22,Turbidity,4.28
HAT,2020-04-10,Dissolved Oxygen,
HAT,2020-04-10,Dissolved Oxygen Saturation,
HAT,2020-04-10,pH,
HAT,2020-04-10,Specific Conductance,
HAT,2020-04-10,"Temperature, Water",
HAT,2020-04-10,Turbidity,
HOGDN,2020-04-10,Dissolved Oxygen,
HOGDN,2020-04-10,Dissolved Oxygen Saturation,
HOGDN,2020-04-10,pH,
HOGDN,2020-04-10,Specific Conductance,
HOGDN,2020-04-10,"Temperature, Water",
HOGDN,2020-04-10,Turbidity,
HOGNW16,2020-04-10,Dissolved Oxygen,
HOGNW16,2020-04-10,Dissolved Oxygen Saturation,
HOGNW16,2020-04-10,pH,
HOGNW16,2020-04-10,Specific Conductance,
HOGNW16,2020-04-10,"Temperature, Water",
HOGNW16,2020-04-10,Turbidity,
POSNW16,2020-04-10,Dissolved Oxygen,
POSNW16,2020-04-10,Dissolved Oxygen Saturation,
POSNW16,2020-04-10,pH,
POSNW16,2020-04-10,Specific Conductance,
POSNW16,2020-04-10,"Temperature, Water",
POSNW16,2020-04-10,Turbidity,
SWB,2020-04-10,Dissolved Oxygen,
SWB,2020-04-10,Dissolved Oxygen Saturation,
SWB,2020-04-10,pH,
SWB,2020-04-10,Specific Conductance,
SWB,2020-04-10,"Temperature, Water",
SWB,2020-04-10,Turbidity,
SWBUP,2020-04-10,Dissolved Oxygen,
SWBUP,2020-04-10,Dissolved Oxygen Saturation,
SWBUP,2020-04-10,pH,
SWBUP,2020-04-10,Specific Conductance,
SWBUP,2020-04-10,"Temperature, Water",
SWBUP,2020-04-10,Turbidity,
TUM441,2020-04-10,Dissolved Oxygen,
TUM441,2020-04-10,Dissolved Oxygen Saturation,
TUM441,2020-04-10,pH,
TUM441,2020-04-10,Specific Conductance,
TUM441,2020-04-10,"Temperature, Water",
TUM441,2020-04-10,Turbidity,
HOGNW16,2019-02-06,Dissolved Oxygen,
HOGNW16,2019-02-06,Dissolved Oxygen Saturation,
HOGNW16,2019-02-06,pH,
HOGNW16,2019-02-06,Specific Conductance,
HOGNW16,2019-02-06,"Temperature, Water",
HOGNW16,2019-02-06,Turbidity,
HOGNW16,2019-02-20,Dissolved Oxygen,
HOGNW16,2019-02-20,Dissolved Oxygen Saturation,
HOGNW16,2019-02-20,pH,
HOGNW16,2019-02-20,Specific Conductance,
HOGNW16,2019-02-20,"Temperature, Water",
HOGNW16,2019-02-20,Turbidity,
HOGNW16,2019-03-22,Dissolved Oxygen,
HOGNW16,2019-03-22,Dissolved Oxygen Saturation,
HOGNW16,2019-03-22,pH,
HOGNW16,2019-03-22,Specific Conductance,
HOGNW16,2019-03-22,"Temperature, Water",
HOGNW16,2019-03-22,Turbidity,
